,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,EXPERIENCE,AGE
122,300000,java software engineer,NOIDA,m,74.23,state board,2010,77.77,state board,272,2,B.Tech/B.E.,computer science & engineering,75.6,Punjab,2014,475,435,430,0.2718,1.0449,0.1637,0.1459,0.8637,1,22
123,1200000,engineer trainee,MAHARAJGANJ,m,59.8,icse,2006,60.25,isc,5690,2,B.Tech/B.E.,mechanical engineering,68.63,Uttar Pradesh,2010,575,595,405,0.2009,1.1248,1.1074,-1.1128,0.9763,1,27
124,315000,programmer analyst,UNKNOWN,f,82.3,cbse,2010,89.6,state board,272,2,B.Tech/B.E.,electronics and electrical engineering,67.95,Punjab,2014,555,580,355,-0.159,-1.1196,1.2396,1.6672,0.6721,1,24
125,300000,programmer analyst,KOLKATA,m,90.0,cbse,2009,86.4,cbse,222,2,B.Tech/B.E.,electrical engineering,65.7,Jharkhand,2014,605,325,515,0.1282,-0.2871,1.3933,0.653,-0.6692,1,23
126,320000,production engineer,DELHI,m,84.2,cbse,2009,67.0,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,69.88,Uttar Pradesh,2013,495,385,505,-1.0355,1.2028,0.3817,0.64983,-0.1295,2,23
127,180000,sap consultant,THIRUVANANTHAPURABOARD,m,86.4,cbse,2008,80.4,cbse,1275,2,B.Tech/B.E.,computer engineering,61.54,Kerala,2012,585,505,605,0.51,0.5008,-0.4891,-0.8778,0.1864,2,25
128,675000,senior software engineer,NOIDA,m,60.0,cbse,2004,59.0,cbse,144,2,B.Tech/B.E.,computer engineering,67.0,Uttar Pradesh,2011,515,555,425,-0.880999999999999,-0.2793,-0.6343,-0.6428,-2.9731,4,27
129,120000,.net developer,PUNCHKULA,m,60.8,state board,2009,63.0,state board,8116,2,B.Tech/B.E.,information technology,68.0,Tamil Nadu,2014,440,400,310,0.4155,-1.1196,0.7785,-0.1076,-0.2859,1,23
130,325000,software engineer,NOIDA,m,82.8,cbse,2009,73.6,cbse,3918,2,B.Tech/B.E.,computer science & engineering,67.5,Karnataka,2014,520,450,575,-0.159,0.0459,0.7785,-1.1218,-0.0943,1,23
131,350000,system engineer,BANGALORE,m,82.6,cbse,2009,63.6,cbse,11759,2,B.Tech/B.E.,information technology,71.0,Uttarakhand,2013,535,525,530,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,1,24
132,205000,quality analyst,HYDERABAD,f,74.0,state board,2009,61.1,state board,14382,2,B.Tech/B.E.,computer science & engineering,71.0,Telangana,2013,500,460,235,1.1336,0.3789,0.6248,-1.8824,0.8637,1,23
133,300000,marketing coordinator,BHUBANESWAR,m,89.8,cbse,2007,66.6,cbse,3054,2,B.Tech/B.E.,electronics and communication engineering,55.33,Orissa,2012,555,205,435,-0.880999999999999,-0.2793,0.9623,1.1199,0.1864,1,26
134,325000,system engineer,PUNE,f,88.67,state board,2009,86.8,state board,9815,2,B.Tech/B.E.,electronics and communication engineering,74.94,Telangana,2013,570,590,620,0.8463,0.2124,-0.1437,-1.2486,-1.0524,1,23
135,105000,system administrator,UNKNOWN,m,64.66,state board,2008,63.0,state board,279,2,B.Tech/B.E.,information technology,67.0,Uttar Pradesh,2013,370,410,470,0.2718,-1.1196,-1.8344,-0.7415,-1.8189,1,23
136,250000,senior engineer,NOIDA,m,78.0,cbse,2006,77.0,cbse,382,2,B.Tech/B.E.,electronics and communication engineering,68.64,Uttar Pradesh,2010,505,555,554,-0.2628,0.0328,-1.5051,-0.6428,1.1343,5,26
137,340000,software engineer,GURGAON,m,77.8,cbse,2007,79.6,cbse,13,1,B.Tech/B.E.,information technology,70.12,Delhi,2011,535,445,465,-1.0355,0.3448,0.8171,0.6498,-0.4455,2,26
138,195000,business development managerde,COIMBATORE,m,79.6,matriculation,2011,87.58,cbse,7586,2,B.Tech/B.E.,information technology,6.63,Tamil Nadu,2014,380,355,210,0.8463,0.7119,0.4711,1.1601,0.4805,1,24
139,320000,engineer,NOIDA,m,89.5,cbse,2010,81.4,cbse,153,2,B.Tech/B.E.,mechanical engineering,60.0,Punjab,2014,735,510,585,0.2718,0.3789,-0.6048,-0.7415,0.0973,1,24
140,360000,assistant system engineer,NOIDA,m,81.2,cbse,2009,76.4,cbse,11630,2,B.Tech/B.E.,mechanical engineering,72.3,Uttar Pradesh,2013,765,605,665,1.5644,0.7119,1.2396,-2.3895,1.247,1,24
141,145000,network administrator,UNKNOWN,m,80.0,state board,2009,89.0,state board,4557,2,B.Tech/B.E.,computer science & engineering,62.0,Telangana,2013,325,530,405,0.99,0.3789,-0.2974,-1.1218,-1.244,1,23
142,100000,web developer,MYSORE,m,78.0,state board,2012,62.0,state board,5908,2,B.Tech/B.E.,information science engineering,60.0,Karnataka,2014,525,435,405,-2.3134,-0.1206,-0.2974,0.1459,-1.6273,1,22
143,325000,project engineer,DHANBAD,m,72.0,icse,2004,62.0,icse,477,2,B.Tech/B.E.,electronics and electrical engineering,53.0,Maharashtra,2010,335,335,405,0.0464,0.0328,-0.1988,-0.1727,1.6082,4,29
144,385000,engineer,UNKNOWN,m,64.56,cbse,2008,66.66,cbse,64,2,B.Tech/B.E.,electrical engineering,65.02,Uttar Pradesh,2013,545,475,485,0.1282,0.0459,0.1637,0.2727,-0.2859,2,23
145,120000,software test engineer,NOIDA,m,60.0,state board,2009,47.0,state board,6835,2,B.Tech/B.E.,information technology,59.9,Uttar Pradesh,2014,395,400,390,0.8463,-0.2871,0.01,0.2727,0.0973,1,24
146,235000,java software engineer,MUMBAI,f,91.12,state board,2010,72.0,state board,5216,2,B.Tech/B.E.,computer science & engineering,74.0,West Bengal,2014,490,470,585,1.1336,1.5444,1.547,-1.7556,-0.0943,1,23
147,615000,quality engineer,NOIDA,m,80.0,state board,2009,77.2,cbse,64,2,B.Tech/B.E.,information technology,76.76,Uttar Pradesh,2013,475,630,810,-1.8825,-0.7866,0.3174,1.0333,-1.8189,2,22
148,105000,web developer,HYDERABAD,m,73.08,state board,2009,71.2,state board,9774,2,B.Tech/B.E.,electronics and communication engineering,64.46,Telangana,2013,405,400,430,-0.7335,-0.9531,0.6248,0.2727,-1.8189,0,24
149,290000,software developer,BANGALORE,f,88.6,cbse,2009,78.0,cbse,8297,2,B.Tech/B.E.,computer science & engineering,84.0,West Bengal,2014,455,560,630,0.4155,-0.1206,-0.2974,1.1601,0.0973,1,25
150,145000,php developer,LUCKNOW,m,72.0,cbse,2009,54.0,cbse,429,2,B.Tech/B.E.,computer science & engineering,64.0,Uttar Pradesh,2014,335,535,400,-1.1644,-0.2871,0.6248,0.1459,-0.0943,1,24
151,305000,software engineer,NOIDA,m,85.0,icse,2008,80.0,icse,65,2,B.Tech/B.E.,electronics and communication engineering,63.0,Uttar Pradesh,2013,660,585,620,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,2,24
152,275000,technical support specialist,NOIDA,f,78.33,cbse,2008,67.6,cbse,15866,2,B.Tech/B.E.,computer science & engineering,65.72,Haryana,2012,510,655,605,1.8517,1.3779,1.0859,-2.136,1.6302,1,23
153,180000,data analyst,HYDERABAD,m,81.33,ssc,2006,91.9,ibe,448,2,B.Tech/B.E.,electronics & telecommunications,70.56,Tamil Nadu,2010,325,295,575,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455,1,26
154,140000,business development executive,UNKNOWN,f,77.8,cbse,2005,67.6,cbse,6434,2,B.Tech/B.E.,electronics and communication engineering,83.5,Uttarakhand,2012,425,455,555,-0.4173,-0.0842,-0.1626,0.53233,-0.6035,2,28
155,120000,junior software engineer,TRIVANDRUM,m,75.0,cbse,2009,80.0,state board,10361,2,B.Tech/B.E.,electronics and communication engineering,60.85,Kerala,2013,570,580,750,-0.4463,0.0459,-0.7585,-1.2486,-0.4776,1,25
156,320000,electrical project engineer,BHUBANESWAR,m,73.0,"bsc,orissa",2008,63.1,chsc,9786,2,B.Tech/B.E.,electrical engineering,73.2,Orissa,2012,355,425,505,0.8192,1.5538,0.925999999999999,-0.0552,0.3444,3,24
157,405000,system engineer,HYDERABAD,m,77.0,cbse,2007,60.2,cbse,4971,2,B.Tech/B.E.,information technology,68.5,Uttar Pradesh,2012,570,475,500,-0.0154,-2.1186,0.1637,1.6672,-1.6273,2,26
158,325000,system engineer,PUNE,m,78.0,cbse,2010,76.6,cbse,119,1,B.Tech/B.E.,information technology,75.0,Uttar Pradesh,2014,590,555,545,-0.159,-0.2871,0.01,-0.6147,0.2889,1,23
159,340000,asp.net developer,KOLKATA,m,87.0,state board,2009,79.0,state board,1906,2,B.Tech/B.E.,computer science & engineering,78.0,West Bengal,2013,510,605,445,-2.8879,-4.2831,-3.2176,-1.1218,-5.2679,1,23
160,225000,quality analyst,GURGAON,f,72.0,cbse,2007,69.0,cbse,378,2,B.Tech/B.E.,computer engineering,72.0,Haryana,2011,505,345,365,0.51,0.1888,0.2366,-0.4078,0.5024,2,26
161,200000,application developer,KOLKATA,m,73.0,state board,2009,61.0,state board,11544,2,B.Tech/B.E.,computer science & engineering,58.0,Karnataka,2014,520,390,320,0.1282,1.3779,0.6248,-0.2344,0.6721,1,25
162,225000,customer service,DELHI,m,78.0,state board,2009,72.0,state board,6874,2,B.Tech/B.E.,information technology,64.0,Uttarakhand,2014,595,530,525,1.4208,1.2114,0.3174,-0.995,1.4386,1,24
163,335000,programmer analyst,CHENNAI,m,73.0,state board,2009,68.46,state board,3136,1,B.Tech/B.E.,information technology,63.0,Rajasthan,2014,420,485,545,-0.8772,0.5454,-0.1437,0.653,-0.2859,0,23
164,350000,graduate engineer trainee,NOIDA,m,84.0,cbse,2009,85.2,cbse,8195,1,B.Tech/B.E.,electronics and communication engineering,78.59,Delhi,2013,625,605,735,-1.0208,1.0449,-1.3733,-1.8824,1.0554,1,24
165,240000,web developer,UNKNOWN,m,79.0,cbse,2007,72.0,cbse,48,1,B.Tech/B.E.,electronics and communication engineering,78.96,Delhi,2012,565,475,615,1.4374,1.9048,1.2525,-0.26087,0.8183,0,25
166,1860000,field engineer,MUMBAI,f,89.7,cbse,2007,89.6,cbse,443,1,M.Tech./M.E.,electrical engineering,83.9,Uttar Pradesh,2012,625,555,625,-1.3447,0.6178,-1.4688,0.884829999999999,0.6603,2,26
167,435000,system engineer,GANDHI NAGAR,m,85.0,cbse,2007,64.0,cbse,350,2,B.Tech/B.E.,mechanical engineering,65.0,Uttar Pradesh,2012,465,505,515,0.2009,0.8128,1.2525,-0.4078,0.9763,2,25
168,375000,software engineer,NOIDA,m,85.8,cbse,2010,78.4,cbse,47,1,B.Tech/B.E.,computer science & engineering,77.56,Delhi,2014,530,595,340,1.2772,1.2114,-2.1418,-1.7556,-0.6692,1,22
169,275000,senior software engineer,CHENNAI,m,87.4,cbse,2009,82.2,cbse,13092,2,B.Tech/B.E.,computer science & engineering,79.68,Uttar Pradesh,2013,380,510,325,0.99,0.7119,1.0859,-0.1076,0.6721,1,23
170,235000,software engineer,HYDERABAD,m,92.66,ssc,2008,95.6,board of intermediate,8400,2,B.Tech/B.E.,computer engineering,71.44,Telangana,2012,455,385,515,0.6646,0.8518,0.5994,-0.6428,0.5024,3,25
171,455000,system engineer,PUNE,m,76.87,mp board,2008,81.33,mp board,3879,2,B.Tech/B.E.,computer engineering,74.5,Madhya Pradesh,2012,375,505,525,0.3555,0.2668,1.2525,0.17983,0.0284,2,24
172,110000,assistant professor,UNNAO,f,70.0,cbse,2010,70.0,cbse,14004,2,B.Tech/B.E.,civil engineering,65.0,Himachal Pradesh,2014,475,455,415,-0.0154,1.2114,1.3933,-0.8682,1.6302,1,22
173,180000,trainee software engineer,HYDERABAD,m,91.3,state board,2010,88.9,state board,4128,2,B.Tech/B.E.,computer science & engineering,74.86,Telangana,2014,525,545,560,-1.0208,0.7119,0.4711,-0.2344,0.2889,1,22
174,430000,software developer,CHENNAI,m,77.9,state board,2009,82.75,state board,9481,2,B.Tech/B.E.,electronics and communication engineering,67.2,Tamil Nadu,2013,570,495,620,0.4155,0.8784,0.01,-2.136,-0.2859,2,24
175,450000,software engineer,BANGALORE,f,76.2,cbse,2008,72.6,cbse,8954,2,B.Tech/B.E.,computer engineering,74.7,Rajasthan,2012,510,665,455,-0.1082,0.2668,-0.2714,0.2973,-0.9194,2,24
176,240000,product development engineer,DELHI,f,77.78,cbse,2009,66.67,cbse,6739,2,B.Tech/B.E.,electronics and communication engineering,79.0,Haryana,2013,615,555,595,0.2718,0.0459,-0.2974,-0.3612,0.0973,2,24
177,660000,senior software developer,PUNE,m,78.0,cbse,2005,67.0,cbse,8946,2,MCA,computer application,78.0,Telangana,2011,465,515,615,0.1623,1.4368,1.688,-0.6134,0.6603,4,27
178,120000,software developer,KOLKATA,f,81.33,cbse,2006,78.4,cbse,8926,2,MCA,computer application,71.25,West Bengal,2012,365,525,524,1.7156,-0.5913,1.1558,0.218999999999999,-0.9194,1,26
179,300000,quality assurance automation engineer,BANGALORE,m,65.6,icse,2008,70.2,isce,1375,2,B.Tech/B.E.,information technology,79.0,West Bengal,2013,525,590,535,-0.4463,-0.2871,1.2396,-0.7415,0.0973,2,26
180,180000,design engineer,DELHI,m,65.8,cbse,2009,76.8,cbse,2812,2,B.Tech/B.E.,electrical engineering,77.5,Rajasthan,2013,430,495,470,0.5591,-0.1206,-2.1418,0.7798,-1.0524,1,24
181,70000,java developer,KOLKATA,m,67.75,state board,2009,61.5,state board,13697,2,B.Tech/B.E.,computer science & engineering,76.1,West Bengal,2013,450,355,295,-0.7335,0.2124,-0.1437,0.5262,-0.8608,1,23
182,300000,software engineer,PUNE,f,91.6,state board,2010,88.9,state board,11871,2,B.Tech/B.E.,electronics and communication engineering,75.3,Andhra Pradesh,2014,420,540,595,-0.159,0.5454,-0.4511,1.5404,0.4805,1,23
183,215000,design engineer,DABOARDAN AND DIU,m,78.66,upboard,2008,70.6,upboard,350,2,B.Tech/B.E.,electronics and electrical engineering,74.96,Uttar Pradesh,2013,415,485,530,-0.4173,0.1498,-0.598,0.6498,0.1864,1,23
184,450000,system engineer,NOIDA,m,85.6,cbse,2006,79.4,cbse,580,1,B.Tech/B.E.,electronics & instrumentation eng,67.23,Uttar Pradesh,2011,525,525,565,-1.9629,-1.9953,-1.6502,0.6498,-1.2354,3,25
185,180000,telecom engineer,DELHI,m,78.4,cbse,2005,61.8,cbse,110,2,B.Tech/B.E.,electronics and communication engineering,62.6,Haryana,2010,525,465,645,0.6646,0.5008,0.672,0.76733,-0.168999999999999,3,27
186,240000,systems analyst,DELHI,m,61.0,up board,2005,48.0,up board,493,2,B.Tech/B.E.,information technology,68.16,Uttar Pradesh,2011,505,505,445,-1.0355,-1.3713,0.2366,-0.5253,0.0284,3,26
187,410000,programmer analyst,HYDERABAD,m,91.5,cbse,2008,95.5,cbse,3076,2,B.Tech/B.E.,computer engineering,93.0,Tamil Nadu,2012,595,605,535,0.51,1.1248,0.5269,0.00352999999999999,0.1864,2,25
188,300000,software developer,MOHALI,m,75.0,state board,2008,67.0,state board,272,2,MCA,computer application,72.0,Punjab,2014,545,535,445,-2.457,0.0459,0.3174,1.2869,-0.4776,1,25
189,305000,java software engineer,UNKNOWN,m,90.4,cbse,2008,79.0,cbse,12669,2,B.Tech/B.E.,computer science & engineering,75.16,Uttar Pradesh,2012,595,545,690,-0.7335,0.2124,-0.7585,0.2727,-1.0524,1,25
190,215000,associate software engineer,CHENNAI,m,81.2,state board,2008,80.7,state board,8072,2,B.Tech/B.E.,information technology,74.3,Tamil Nadu,2012,500,460,235,1.8517,1.2114,-0.4511,-1.8824,-0.4776,1,24
191,200000,quality control engineer,HYDERABAD,m,58.6,ssc,2010,60.4,sbtet,492,2,B.Tech/B.E.,mechanical engineering,72.8,Telangana,2013,380,340,310,-1.9629,0.2668,0.4906,-0.0552,-1.0774,2,23
192,300000,project engineer,GURGAON,m,77.0,icse,2010,77.14,icse,6904,2,B.Tech/B.E.,mechanical engineering,74.36,Tamil Nadu,2014,590,400,560,0.8463,-0.6201,0.6248,0.3995,1.4386,1,22
193,550000,software developer,MUMBAI,m,82.2,cbse,2003,74.0,cbse,264,1,B.Tech/B.E.,electronics and communication engineering,60.0,Rajasthan,2011,525,455,465,-1.3447,0.6568,0.3817,-0.6428,-0.1295,4,29
194,35000,system engineer,GURGAON,f,86.0,cbse,2007,75.2,cbse,176,2,B.Tech/B.E.,information technology,76.6,Punjab,2011,455,435,565,-2.5811,0.0328,0.3817,0.4148,-1.0774,3,26
195,350000,system engineer,DELHI,m,82.0,cbse,2008,81.2,cbse,6920,1,B.Tech/B.E.,computer science & engineering,71.67,Delhi,2013,580,640,870,-0.5899,1.0449,0.3174,-1.2486,0.8637,1,25
196,500000,senior engineer,MYSORE,m,84.0,icse,2007,80.8,cbse,47,1,B.Tech/B.E.,mechanical and automation,72.0,Delhi,2012,595,605,645,-0.4173,1.1248,-0.1988,0.884829999999999,0.1864,3,26
197,240000,hardware engineer,CHENNAI,m,81.0,state board,2010,88.88,state board,482,2,B.Tech/B.E.,electrical engineering,75.1,Tamil Nadu,2014,570,445,310,0.1282,-0.6201,0.01,0.7798,-0.8608,1,22
198,385000,assistant system engineer,GURGAON,m,90.1,cbse,2008,87.0,cbse,6920,1,B.Tech/B.E.,electronics and communication engineering,78.34,Delhi,2012,660,680,765,-0.7335,0.0459,-1.2196,-0.2344,-1.0524,2,25
199,105000,hr recruiter,HYDERABAD,m,86.17,state board,2010,83.9,state board,9758,2,B.Tech/B.E.,electronics and communication engineering,68.0,Telangana,2014,430,400,465,0.5591,0.3789,0.6248,1.0333,0.2889,1,22
200,440000,software engineer,GURGAON,m,91.4,icse,2007,86.0,isc,250,1,M.Tech./M.E.,computer engineering,90.24,Haryana,2013,655,625,675,-1.0355,0.9688,-1.0697,0.1798,-0.6035,2,26
201,200000,sales associate,GURGAON,m,83.89,cbse,2009,67.0,cbse,267,2,B.Tech/B.E.,electronics and communication engineering,80.07,Punjab,2014,440,590,585,1.9953,0.0459,0.7785,-2.136,0.4805,0,24
202,115000,software developer,UNKNOWN,m,81.2,cbse,2008,65.2,cbse,2819,2,B.Tech/B.E.,computer science & engineering,68.96,Uttar Pradesh,2013,570,530,525,-0.8772,-0.9531,-0.6048,0.3995,-1.6273,1,25
203,180000,junior engineer,VISAKHAPATNABOARD,m,76.7,cbse,2006,83.1,cbse,1424,2,B.Tech/B.E.,industrial & production engineering,79.3,West Bengal,2010,475,395,435,-0.2628,-0.2793,-1.2148,0.8848,-0.2875,1,26
204,305000,software engineer,PUNE,m,88.2,cbse,2010,78.2,cbse,16063,2,B.Tech/B.E.,control and instrumentation engineering,82.1,Orissa,2014,630,555,520,0.99,1.5444,-0.4511,-1.3753,-0.8608,1,23
205,325000,software engineer,NOIDA,m,80.6,cbse,2010,80.6,cbse,28,2,B.Tech/B.E.,computer science & engineering,70.3,Delhi,2014,475,460,570,-2.0262,-0.7866,0.01,-0.2344,-1.0524,0,23
206,450000,entry level management trainee,UNKNOWN,m,85.0,cbse,2010,87.0,state board,11135,1,B.Tech/B.E.,electronics and communication engineering,87.8,Karnataka,2014,730,610,695,-0.0154,0.2124,-0.1437,-0.7415,0.6721,1,22
207,360000,software engineer,BANGALORE,m,82.0,state board,2008,70.16,state board,2353,2,B.Tech/B.E.,computer science & engineering,85.8,Orissa,2012,415,245,485,-2.1175,-2.9314,-2.2308,-0.8778,-3.9605,2,24
208,450000,telecom engineer,UNKNOWN,m,91.0,matriculation board,2007,90.91,hisher seconadry examination(state board),4042,2,B.Tech/B.E.,electronics and communication engineering,83.2,Tamil Nadu,2011,565,515,575,0.6646,1.1248,1.5428,-0.4078,0.3444,4,25
209,300000,associate engineer,BANGALORE,f,87.0,state board,2009,84.7,state board,12451,2,B.Tech/B.E.,information technology,76.67,Telangana,2013,360,435,295,1.4208,0.8784,0.7785,-0.1076,0.8637,1,23
210,310000,network engineer,LUCKNOW,m,69.0,uttar pradesh board,2004,69.0,uttar pradesh board,64,2,B.Tech/B.E.,electronics and communication engineering,67.8,Uttar Pradesh,2010,505,455,655,-3.1994,-1.2153,-0.9245,-0.5253,-0.1295,2,28
211,350000,maintenance engineer,NAGPUR,m,74.4,icse,2005,74.4,icse,429,2,B.Tech/B.E.,mechanical engineering,69.11,Uttar Pradesh,2010,585,415,505,-0.1082,1.1248,-0.1988,0.0623,0.3444,3,27
212,240000,sales engineer,BHAGALPUR,m,79.28,state board,2008,68.55,state board,13517,2,B.Tech/B.E.,mechanical engineering,79.75,Tamil Nadu,2013,615,640,545,1.1336,1.2114,-1.527,-0.995,0.8637,1,25
213,445000,quality analyst,BANGALORE,m,84.96,karnataka state board,2008,59.16,pre university,356,2,B.Tech/B.E.,information technology,68.22,Karnataka,2012,465,565,535,-1.3447,0.3448,-0.6343,1.0024,-0.0506,2,25
214,300000,software engineer,BANGALORE,m,89.5,state board,2010,78.83,state board,8440,1,B.Tech/B.E.,metallurgical engineering,73.0,Orissa,2014,455,485,605,-2.7443,0.2124,-1.527,1.1601,-0.2859,0,23
215,300000,programmer analyst,CHENNAI,f,92.8,cbse,2006,83.0,cbse,3076,2,MCA,computer application,86.7,Tamil Nadu,2012,375,435,425,-0.880999999999999,-0.7473,-0.6343,-0.29027,-0.5245,2,26
216,225000,systems analyst,NOIDA,f,79.4,cbse,2009,67.0,cbse,75,2,B.Tech/B.E.,electronics and communication engineering,63.5,Uttar Pradesh,2013,510,570,430,0.99,1.5444,0.3174,0.7798,0.6721,2,24
217,170000,human resources associate,HYDERABAD,m,83.0,ssc,2006,65.0,borad of intermediate,4415,2,B.Tech/B.E.,information technology,65.6,Telangana,2012,415,365,515,0.2009,-0.2793,0.672,1.8249,-0.0506,1,25
218,110000,engineer,DELHI,m,66.8,cbse,2009,59.9,cbse,172,2,B.Tech/B.E.,electronics and instrumentation engineering,65.4,Uttar Pradesh,2013,265,520,370,-1.4606,-0.2793,-0.9245,1.0611,-0.7615,0,25
219,510000,senior software engineer,PUNE,m,79.8,cbse,2008,75.6,cbse,5238,2,B.Tech/B.E.,electronics and communication engineering,61.9,Haryana,2012,405,620,620,1.1336,1.0449,0.4711,-0.4879,0.2889,2,24
220,120000,android developer,DELHI,f,88.0,cbse,2009,87.8,cbse,13,1,B.Tech/B.E.,electronics and communication engineering,76.3,Delhi,2013,660,495,590,0.2718,0.3789,0.3174,-0.1076,0.2889,1,24
221,425000,system engineer,MUMBAI,f,87.0,cbse,2008,72.0,cbse,10389,2,B.Tech/B.E.,electronics and communication engineering,77.0,Madhya Pradesh,2012,485,630,635,0.8578,0.6568,-0.1988,-0.7015,0.1864,2,25
222,100000,programmer,COIMBATORE,m,77.0,state board,2007,67.0,state board,431,2,B.Tech/B.E.,information technology,68.3,Tamil Nadu,2011,335,465,305,0.6646,1.2808,1.9782,2.6475,1.2923,0,26
223,370000,project engineer,UNKNOWN,f,87.4,cbse,2009,87.0,cbse,11759,2,B.Tech/B.E.,computer engineering,82.73,Uttarakhand,2013,510,525,605,-1.1901,-0.9033,-0.4891,0.7673,-0.7615,2,24
224,240000,java developer,CHENNAI,f,80.0,state board,2010,79.2,state board,16183,2,B.Tech/B.E.,computer science & engineering,71.4,Andhra Pradesh,2014,395,420,270,0.5591,0.7119,1.2396,-0.7415,-0.2859,0,22
225,500000,senior software engineer,BANGALORE,m,71.0,j & k bord,2008,75.0,j & k board,10342,2,B.Tech/B.E.,electronics and communication engineering,81.02,Karnataka,2012,575,455,605,-0.7264,-0.9033,-0.4891,-0.1727,-1.3539,3,25
